11:30 to 12:45,TUESDAY / THURSDAY,Data Structures,Dr. Imran Junejo
11:30 to 12:45,TUESDAY / THURSDAY,Introduction to Computer Applications,Zarmeen
11:30 to 12:45,TUESDAY / THURSDAY,English Grammar & Composition,Sarah Mazhar Imam
11:30 to 12:45,TUESDAY / THURSDAY,Multivariables Calculus          11:30AM to 1:30 pm,Dr. Danish Ali
11:30 to 12:45,TUESDAY / THURSDAY,Introduction to Academic Writing,Kanwal Akhtar
11:30 to 12:45,TUESDAY / THURSDAY,Microeconomic Theory,Dr. Amir Jahan Khan
11:30 to 12:45,TUESDAY / THURSDAY,Operations Research-I              (Math Elective),Dr. Nasir Touheed
11:30 to 12:45,TUESDAY / THURSDAY,Fundamentals of Sociology,Dr. Faiza Mushtaq
11:30 to 12:45,TUESDAY / THURSDAY,An Introduction to Legal Theory,Abira Ashfaq
11:30 to 12:45,TUESDAY / THURSDAY,Public Fiance,Dr. Qazi Masood Ahmed
11:30 to 12:45,TUESDAY / THURSDAY,Financial Management,Yousaf Saudagar
11:30 to 12:45,TUESDAY / THURSDAY,Brand Management,Dr. Farah Naz
11:30 to 12:45,TUESDAY / THURSDAY,Management and Human Resource,Nyla Ansari
1:00 to 2:15,TUESDAY / THURSDAY,Introduction to Computing,Ahmed Hassan Jafri
1:00 to 2:15,TUESDAY / THURSDAY,Advanced Differential Equation,Dr. Abdul Majid
1:00 to 2:15,TUESDAY / THURSDAY,English Grammar & Composition,Shumaila Omar
1:00 to 2:15,TUESDAY / THURSDAY,Auditing,Mohsin Patel
1:00 to 2:15,TUESDAY / THURSDAY,BUSINESS COMMUNICATION,Kanwal Akhtar
1:00 to 2:15,TUESDAY / THURSDAY,ARE WE BECOMING POST-HUMAN,Dr. Amana Raquib
1:00 to 2:15,TUESDAY / THURSDAY,Introduction to Programming                                   ( Lab),Samreen Kazi
1:00 to 2:15,TUESDAY / THURSDAY,Management Accounting,Asif Jaffer
1:00 to 2:15,TUESDAY / THURSDAY,BUSINESS INTELLIGENCE,Farah Mehboob
1:00 to 2:15,TUESDAY / THURSDAY,Multivariables Calculus                 11:30AM to 1:30 pm,Dr. Danish Ali
1:00 to 2:15,TUESDAY / THURSDAY,Statistical Interference       (for CS students),TBA
1:00 to 2:15,TUESDAY / THURSDAY,Foundations of Human Behavior     Only For BBA-3,Dr. Sahar Nadeem Hamid
1:00 to 2:15,TUESDAY / THURSDAY,Pakistan History,Dr. Newal Osman
1:00 to 2:15,TUESDAY / THURSDAY,English Grammar & Composition,TBA
1:00 to 2:15,TUESDAY / THURSDAY,None,None
1:00 to 2:15,TUESDAY / THURSDAY,History of Political Thought,Dr. Laila Farooq
2:30 to 3:45,TUESDAY / THURSDAY,English Grammar & Composition,Farhan Shaukat
2:30 to 3:45,TUESDAY / THURSDAY,English Grammar & Composition,Shumaila Omar
2:30 to 3:45,TUESDAY / THURSDAY,FINANCIAL MODELING,Rafay Bin Sohail
2:30 to 3:45,TUESDAY / THURSDAY,None,None
2:30 to 3:45,TUESDAY / THURSDAY,Auditing,Mohsin Patel
2:30 to 3:45,TUESDAY / THURSDAY,International Relations,Dr. Bilal Munshi
2:30 to 3:45,TUESDAY / THURSDAY,Portfolio Management,Dr. Hilal Anwar
2:30 to 3:45,TUESDAY / THURSDAY,Introduction to Computer Applications,Usman Ali
2:30 to 3:45,TUESDAY / THURSDAY,English Grammar & Composition,Samina Wahid
2:30 to 3:45,TUESDAY / THURSDAY,English Grammar & Composition,Nassera Naushad Ali
2:30 to 3:45,TUESDAY / THURSDAY,Introduction to Business Finance,Midhat Kidwai
2:30 to 3:45,TUESDAY / THURSDAY,Organizational Behavior,Amer Iqbal Awan
2:30 to 3:45,TUESDAY / THURSDAY,Introduction to Business Finance,Nauman J Amin
2:30 to 3:45,TUESDAY / THURSDAY,Methods in Business Research,Yasmin Zafar
2:30 to 3:45,TUESDAY / THURSDAY,None,None
2:30 to 3:45,TUESDAY / THURSDAY,Human Resource Management,Leon Menezes
2:30 to 3:45,TUESDAY / THURSDAY,None,None
2:30 to 3:45,TUESDAY / THURSDAY,Socioeconomic Philosophy of Islam,Dr. Babar Ahmad
2:30 to 3:45,TUESDAY / THURSDAY,Introduction to Computing                                         (Lab),Dr. Zaheeruddin Asif
2:30 to 3:45,TUESDAY / THURSDAY,Introduction to Computing,Dr. Sayeed Ghani
2:30 to 3:45,TUESDAY / THURSDAY,Data Structures                                                         (Lab),Khuram Sultan
2:30 to 3:45,TUESDAY / THURSDAY,Business Communication,Talat Davis
2:30 to 3:45,TUESDAY / THURSDAY,Introduction to Artificial Intelligence,Sumera Saeed
2:30 to 3:45,TUESDAY / THURSDAY,Calculus I with Plane Geometry,Dr. Muhammad Shahid Qureshi
2:30 to 3:45,TUESDAY / THURSDAY,Principles of Microeconomics,Dr. Qaiser Munir
2:30 to 3:45,TUESDAY / THURSDAY,Memory and Attention,Dr. Sahar Nadeem Hamid
2:30 to 3:45,TUESDAY / THURSDAY,Microeconomic Theory,Dr. Amir Jahan Khan
2:30 to 3:45,TUESDAY / THURSDAY,Major Issues in Pakistan’s Economy,Dr. Zeeshan Atiq
2:30 to 3:45,TUESDAY / THURSDAY,History of Ideas - I,Irfan Mohammad
2:30 to 3:45,TUESDAY / THURSDAY,Introduction to Historical Methods,Dr. Ali Gibran Siddiqui
2:30 to 3:45,TUESDAY / THURSDAY,Political Systems and Political Regimes,Dr. Huma Baqai
2:30 to 3:45,TUESDAY / THURSDAY,Topics in Historiography,Dr. Newal Osman
2:30 to 3:45,TUESDAY / THURSDAY,COMPARATIVE MANAGEMENT,Dr. Sara Khan
2:30 to 3:45,TUESDAY / THURSDAY,Recruitment And Selection Techniques,Sabir Syed
2:30 to 3:45,TUESDAY / THURSDAY,International Trade,Dr. Aadil Nakhoda
2:30 to 3:45,TUESDAY / THURSDAY,Strategic Management,Shahid Zaki
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,Calculus With Application 1,Ms. Sarah Sarfaraz
4:00 to 5:15,TUESDAY / THURSDAY,English Grammar & Composition,Farhan Shaukat
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,FINANCIAL MODELING,Rafay Bin Sohail
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,Foundations of Human Behavior,Dr. Sahar Nadeem Hamid
4:00 to 5:15,TUESDAY / THURSDAY,English Grammar & Composition,Nassera Naushad Ali
4:00 to 5:15,TUESDAY / THURSDAY,English Grammar & Composition,Samina Wahid
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,Introduction to Business Finance,Midhat Kidwai
4:00 to 5:15,TUESDAY / THURSDAY,Introduction to Business Finance,Nauman J Amin
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,Development Economics,Dr. Qaiser Munir
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,International Relations,Dr. Bilal Munshi
4:00 to 5:15,TUESDAY / THURSDAY,Portfolio Management,Dr. Hilal Anwar
4:00 to 5:15,TUESDAY / THURSDAY,Introduction to Computing,Dr. Sayeed Ghani
4:00 to 5:15,TUESDAY / THURSDAY,Calculus I with Plane Geometry,Mr. Syed Ahsan Kamal
4:00 to 5:15,TUESDAY / THURSDAY,Introduction to Computing                                        (Lab),Dr. Zaheeruddin Asif
4:00 to 5:15,TUESDAY / THURSDAY,Linear Algebra,Dr. Muhammad Shahid Qureshi
4:00 to 5:15,TUESDAY / THURSDAY,Data Structures                                                         (Lab),Khuram Sultan
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,Culture, Media, Society,Dr. Sheba Saeed
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,Functional Analysis-1,Dr. Naveed Ahmad
4:00 to 5:15,TUESDAY / THURSDAY,History of Ideas - I,Irfan Mohammad
4:00 to 5:15,TUESDAY / THURSDAY,Introduction to Historical Methods,Dr. Ali Gibran Siddiqui
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,Pakistan History,Dr. Newal Osman
4:00 to 5:15,TUESDAY / THURSDAY,An Introduction to Urdu Poetry and Poetics,Syed Baqar Mehdi Rizvi
4:00 to 5:15,TUESDAY / THURSDAY,Philosophy, Logic, and Ethics,Dr. Babar Ahmad
4:00 to 5:15,TUESDAY / THURSDAY,Business Communication,Talat Davis
4:00 to 5:15,TUESDAY / THURSDAY,REGULATIONS & FINANCIAL MARKETS,Yousuf Saudagar
4:00 to 5:15,TUESDAY / THURSDAY,Training and development,Sabir Syed
4:00 to 5:15,TUESDAY / THURSDAY,None,None
4:00 to 5:15,TUESDAY / THURSDAY,None,None
